Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Energy Consumption,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,Proportion of Energy from Renewables,R&D Expenditure,Renewable Energy Patents,Innovation Index,GDP,Population,Government Policies,Renewable Energy Targets,Public-Private Partnerships in Energy,Energy Market Liberalization,Ease of Doing Business,Regulatory Quality,Political Stability,Control of Corruption,CO2 Emissions,Average Annual Temperature,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability
China,2003,Solar,73494.67375,3954.741711,1866391136,721465.1747,963.2763309,0.405473854,0.217329519,200027917.1,12.84146384,1605377760,218,10.31674557,3.66587E+13,164676452,1,0,1,1,42.29027487,5.280995984,4.782177894,5.549576383,480901.7943,26.65095746,269.5020987,8.277715264,52.28279494,4.67319717
Germany,2001,Hydro,5416.980611,33445.28068,7211532980,769800.66,35.29610612,0.858795122,0.45809315,149581637.2,88.64933354,3576002776,232,79.33908305,1.23675E+13,885763585,0,1,0,1,39.46965225,7.55328878,1.000700358,9.672970012,830244.7806,20.27335245,291.3889155,14.42790695,4.428100684,69.09841548
France,2010,Geothermal,74090.08916,20834.60973,8747667898,581969.3844,591.9208953,0.33348044,0.194449758,731891392.8,8.178641384,5547535855,655,70.66615646,3.2273E+13,652838591,0,1,1,0,58.32745328,5.596805778,5.85728061,9.258740018,641058.7263,-8.332332726,118.097912,9.295792494,39.93391559,22.32490291
Germany,2008,Solar,18883.38765,36036.65093,9629960865,35059.11939,729.4597854,0.169513022,0.119273919,985285600.4,82.64936508,3012803911,913,54.75985644,1.47232E+14,98445061,1,0,1,1,76.16505674,1.024329097,8.147989867,2.386263997,580875.0285,10.19020273,179.14515,8.228645691,22.01485885,32.1096848
Germany,2007,Biomass,86577.98986,17769.6111,2597428992,532750.0722,589.3780918,0.291253371,0.337513586,271324965.3,57.15854927,2828506337,403,13.90099816,1.66997E+14,1043488024,1,0,0,1,58.90683089,7.427273815,6.441639853,0.723283724,702337.9202,-9.447044687,106.9094352,14.85589708,90.93490239,83.99802506
Australia,2021,Wind,74291.93306,3398.269534,7473316466,20800.52494,940.2335296,0.441372166,0.492721517,699388300.5,93.75838162,6961910755,446,48.6988082,1.55148E+14,571931567,1,1,0,1,0.350875804,8.587453113,5.926930428,7.862297761,225635.0898,32.36051161,297.9942218,10.00140607,15.88259941,73.37332239
Russia,2022,Wind,84201.27549,27760.1648,9912777572,990252.1022,333.0729146,0.555858114,0.272265605,703634668.4,50.26912917,8915543457,139,52.21245244,6.6634E+13,1294478571,1,1,0,0,31.84367566,9.810822855,5.658959278,5.035792149,301334.7202,26.22681219,269.303115,2.528372889,42.83435963,80.34062549
USA,2007,Biomass,66878.801,921.9595035,9429076873,20169.93155,399.8402436,0.230677084,0.199830687,879413606.3,34.27300507,2534546847,5,1.551451943,1.31854E+13,1456812712,1,0,1,0,7.374436049,9.946904655,1.878595211,0.375646163,690358.717,9.607210327,209.2058745,11.86903551,12.68258005,25.26246521
China,2004,Geothermal,16097.26762,8715.0555,2112259355,43144.58409,885.1794731,0.603562482,0.37521862,658701409.7,89.53618447,6207216756,682,39.31823234,1.99823E+14,925108237,0,1,1,1,69.20767175,3.162613238,1.187458488,9.687992621,700931.1434,36.30049461,293.0728556,10.4558145,89.42562953,63.31299462
France,2007,Hydro,26792.82914,21770.48957,9913593655,173867.7612,746.6674063,0.672757985,0.139517519,544405722.8,51.12354417,2289825916,804,0.717223635,2.40416E+13,226219785,1,0,1,1,36.66494041,8.936884006,6.194538989,3.60893941,344116.3066,-4.938382816,173.9126086,9.214125829,38.2271793,78.31107692
China,2008,Biomass,59880.85347,34523.55929,5984944996,532145.6474,649.7829803,0.550481049,0.351405214,680414370,95.57662781,7523330839,747,61.03876173,1.944E+14,893826096,1,1,0,1,57.75165725,7.918205152,2.651344179,7.474897835,783558.2448,24.84120072,234.7312662,2.745494152,81.43799875,3.030076379
India,2001,Wind,39839.88972,46572.42848,115029066,470860.1224,840.7929232,0.85442884,0.428303118,378519042.1,52.76969523,771399951.1,159,50.25567495,1.79003E+14,135807701,0,1,1,1,6.753521739,0.148582586,7.630294377,8.220301804,101978.8653,29.98127422,228.0015222,4.813980982,50.32645225,33.64314179
USA,2014,Wind,73416.61099,14033.53058,5176448451,827754.5512,416.8376654,0.165487687,0.072942695,224635399.1,89.92288917,2906598246,82,48.75006453,3.85702E+13,439552214,1,0,1,0,59.11993045,4.208706657,0.799282797,1.165890969,843020.9079,34.29673302,275.8378147,8.997406426,66.3374014,81.29220536
Australia,2014,Hydro,11187.96725,34968.16407,1187775824,347820.3327,26.2703155,0.780997869,0.41835071,853301423.7,94.98960475,2789138032,900,25.99151265,7.9571E+13,440312197,1,1,0,1,42.14055727,8.811126357,4.112587033,9.957369308,754759.8665,-9.81932051,108.0954925,7.379262495,16.21819421,19.9613213
Russia,2010,Solar,37072.65456,40650.90332,9957001941,296384.4315,975.4845975,0.411495702,0.447703168,714774426.6,43.71742851,7681988920,711,47.89191983,1.92558E+14,1291311803,0,0,1,1,81.24205115,5.5566052,5.238425363,4.282990863,357442.5522,28.27845545,257.6947523,12.46159988,40.15705065,41.6656158
USA,2013,Solar,29896.62368,34067.53101,5465119265,654226.6568,466.4393341,0.061241059,0.055169969,371385849.7,57.03642367,6412089637,83,36.39438544,1.59358E+13,1011053365,0,1,1,1,98.92799383,5.653336235,5.726735652,5.494976844,930867.5847,-0.069576439,208.2688109,5.68190812,44.18407225,93.64125857
Brazil,2018,Hydro,42075.60067,30012.18465,8240566549,503861.9781,136.8298296,0.008088408,0.235698212,773663403.7,13.57612279,4893291040,799,29.57124676,1.14242E+14,487237831,0,0,1,1,87.50503076,0.094766348,2.350207173,2.788624056,119635.1484,12.77832037,105.8249167,1.089276081,39.3679493,30.8941693
USA,2022,Wind,90935.5134,13932.68224,2908167647,61699.01437,811.6195463,0.887289369,0.054660504,268020799.4,7.638158381,5910313735,864,46.71575561,1.60394E+14,367916344,0,1,1,1,9.232692072,0.089631191,1.530714873,0.412470498,626334.0213,9.537695913,258.8622235,0.587706716,85.48728566,72.99318324
Germany,2019,Geothermal,66246.21113,13448.82477,1457355508,754673.6912,957.7085589,0.115541884,0.434108812,901810813.1,0.355433818,887149734.7,916,0.367550032,6.06831E+13,1257286094,1,1,1,0,13.27490517,5.987373294,8.985600864,7.960394306,720924.6973,36.97770206,196.5561608,9.300259121,8.208376572,60.78631748
Canada,2022,Solar,6174.219762,14702.8037,1565431536,124239.7097,901.7954502,0.268476457,0.07932973,576882942.5,19.77363354,7140536688,821,90.78238328,6.80955E+13,1018180590,0,1,0,0,86.66484698,4.762064958,6.073289972,7.359702058,438368.5578,14.76192613,232.614406,2.582069351,87.91298149,34.07580595
Russia,2007,Geothermal,49120.52136,48205.93993,8274442881,417741.3288,384.3853328,0.024077328,0.240862152,741972480.3,90.45029456,7242754646,861,68.90693462,3.23149E+13,26792208,0,1,0,1,78.01859796,5.113734427,3.108755393,6.612526307,136904.2056,13.52103392,256.1043028,11.83632614,70.26314844,2.74929812
Russia,2022,Solar,72830.20169,25301.2475,390764996.8,13944.00322,854.304867,0.366402234,0.125840292,404665414.3,0.862906749,3597585838,458,79.50798641,5.83666E+13,419146621,0,0,1,0,74.53454872,1.682463154,3.326284389,6.368628088,7331.46885,1.984589869,178.8487384,9.990437903,84.72560062,1.00282624
France,2007,Geothermal,41381.13041,25124.1301,9184435392,641348.9948,471.7802033,0.536251168,0.198764989,796615273.4,84.21461092,8506615275,339,90.29939926,1.57964E+14,472128264,0,0,0,1,80.98860491,9.492680456,2.98912393,3.660974531,633908.4701,-7.398340001,120.0496678,4.140529113,34.92402814,96.60934072
India,2013,Biomass,81951.10925,48908.85832,3174166500,480102.6347,34.41051089,0.107240222,0.442763784,623650565.8,96.10745661,2879833336,316,38.18525046,9.62815E+13,372919918,1,1,0,0,92.02113567,5.113945911,5.193808557,1.849863897,177661.8646,22.55697181,160.4963788,11.52800562,0.385270764,31.16605249
USA,2014,Wind,27825.85865,33848.61065,4635353858,427412.3224,428.1278559,0.49247863,0.28727629,409976256.4,8.530493828,6121349238,699,32.81107901,1.12536E+14,889993261,0,0,0,1,46.404402,6.086543836,2.893989395,8.681295961,34624.11007,-7.891655112,119.901697,1.814322783,71.81910564,61.80077754
Russia,2006,Geothermal,87558.2263,18879.77385,1853059138,978871.6985,482.9953113,0.810772704,0.452525886,921110300.2,62.50973783,1080183407,694,2.083796695,1.02096E+13,203201618,1,1,0,0,80.77748822,4.482233208,4.311168008,7.548935485,857973.5775,11.20271856,261.9979856,0.645858252,40.64920627,34.38991098
France,2011,Wind,99702.81341,18485.97918,4491184692,318730.4957,204.1526224,0.065411735,0.07450538,244175997.6,94.23188294,3092483286,357,89.61011612,1.40724E+14,1361965132,0,1,1,0,27.18570271,6.86722093,3.67956606,1.591980284,23012.52779,34.35248422,149.8719133,9.616791295,35.35316734,73.2317147
Canada,2009,Geothermal,36540.75533,20348.12691,7542992904,286821.2647,370.8492555,0.73972982,0.053610666,144455391,73.65704268,4063625224,77,88.11747025,1.04793E+14,320957167,0,1,0,1,19.53490186,4.391664596,7.716362095,3.65418368,106893.1044,19.08657407,227.6472294,11.80464976,94.14641827,34.66670445
Russia,2010,Biomass,47728.18723,7457.049415,3075625209,960255.8867,632.8015712,0.418049324,0.17273882,535708649.8,93.6162287,7906763927,462,73.44193746,9.08001E+13,892534333,1,1,1,1,69.95640296,4.646304016,1.767555682,9.612055625,300242.9986,11.93319818,294.7079769,0.393815817,99.76300123,74.58792424
China,2014,Geothermal,45598.49857,34781.25311,7092556533,803703.0696,559.666073,0.613476192,0.265946275,290328059,93.92248492,5287788575,321,52.36312855,1.49402E+13,343587714,0,0,1,0,62.83944068,2.086366741,4.059856395,2.109412726,682650.9789,2.893128243,238.1101189,3.383808077,41.17058049,35.25049416
India,2008,Wind,52477.70284,41892.94175,5196187507,534623.9246,989.8976889,0.84542241,0.394850362,571311017.4,33.63880815,8419811435,960,58.16580281,9.77459E+13,835768396,0,0,1,1,34.03840168,5.739889754,9.432284474,4.944019686,336126.7219,13.72902824,244.3646553,0.050978474,78.63607489,62.77533134
Germany,2007,Solar,79974.1851,24680.64571,2468025608,834471.994,721.404029,0.252746673,0.338749026,664650646.8,60.27650923,8292632774,449,69.22800074,4.98945E+13,488255537,1,1,0,0,53.11175052,8.369351536,7.650377156,8.620409353,437398.8439,35.97995557,208.7155608,2.144979648,60.24175268,25.78937055
India,2021,Geothermal,22827.09341,11217.38851,7588697275,63943.89556,733.1863276,0.486627197,0.392709827,70052923.1,36.06046016,7505096101,331,99.67420405,1.34818E+14,1173995796,0,0,0,1,2.608493051,7.030818164,5.117874409,4.075801305,433782.8914,30.62811244,290.2530612,8.172278037,27.15963303,8.945177391
Japan,2011,Solar,78757.59219,43515.95881,164637861.3,954986.5508,924.0803141,0.440521395,0.063130615,868684770.4,8.433423916,9955107254,533,45.08941377,1.54564E+14,386568055,0,0,1,0,55.06758621,2.063140646,6.02063159,5.312088478,459134.3856,33.94984936,189.9157,13.57870639,81.46021754,57.65549111
France,2014,Biomass,73627.47526,18307.46304,1717783054,240319.442,350.0251755,0.531640378,0.05005212,526998254.9,68.04591318,2770052765,272,67.32233216,1.79334E+14,741203987,0,1,1,0,94.39581533,1.641664353,9.194408001,3.608075859,725561.8087,11.29179246,102.1645232,9.3663287,83.52112591,27.81873083
China,2022,Solar,45940.10336,44770.59364,3403419323,171060.3403,206.847361,0.12350162,0.342422887,407847076.1,1.46735853,6884779522,527,32.67653791,1.6407E+14,1461199397,0,0,1,1,25.89646388,9.148840115,7.134720181,6.262141936,691156.0008,1.225326034,181.1960956,6.142891397,67.8587748,4.999802185
China,2011,Geothermal,1058.755207,38529.91723,3329696197,435605.5066,499.7262206,0.79311932,0.281918212,725488861,19.67580629,1279511999,942,37.48530612,1.75456E+13,620670404,1,0,0,1,57.43445549,8.561386426,7.49616971,3.714846938,494764.999,-4.429935723,146.6313886,9.366363224,82.31492567,55.22747155
Russia,2012,Biomass,1789.222324,22375.50502,3756252043,378391.4143,524.644525,0.503290845,0.399871415,544148455.5,5.995696857,882971023.4,903,71.64288264,8.18677E+13,1117734468,0,0,0,1,19.2826972,9.283502541,5.180933274,9.614540962,718195.1362,31.34443224,133.6094163,7.848683363,1.713765159,23.44238863
India,2021,Wind,75015.10933,21087.56372,4916894562,85751.93627,697.4560801,0.589445421,0.194231517,416123157.1,39.99653706,7183075262,973,36.56322308,5.70951E+13,613191835,0,1,1,0,13.30706618,7.066246408,2.488498875,7.245673299,256029.4746,33.88781372,174.8892287,5.628846559,92.59861204,32.03293021
Australia,2005,Solar,44898.04343,1197.372473,2526307309,9308.057614,609.8646361,0.259909335,0.306028432,871721284.7,69.40869081,4001763268,238,39.93317342,1.48705E+14,402367251,0,0,0,1,57.56180151,7.836709286,2.031559314,2.671273433,647821.4737,32.43152504,143.0503318,2.036418848,14.61789676,72.3686381
Brazil,2001,Hydro,17924.2704,34843.91759,6838006889,788275.5178,580.4160548,0.21564349,0.485176303,654811530.6,58.48986501,8972916699,390,25.26985795,1.10424E+13,142593196,1,1,1,0,99.85917621,4.499480775,0.960498477,7.022941504,149997.8034,5.17865531,248.682554,12.55933703,72.28652137,6.833462753
UK,2021,Wind,99752.86047,8490.818652,7966606074,236765.4,47.6883342,0.073140506,0.145657533,466492906.7,42.65819841,4517100592,638,70.53197913,7.79455E+13,532042209,1,1,1,0,17.91408194,0.325399309,0.833299869,3.782703957,30018.48498,15.95100329,193.7003177,7.793970451,80.83184667,47.17129624
Russia,2023,Hydro,80512.15602,43726.29871,9571765316,757304.2932,998.5855979,0.938643446,0.173205537,517333671.2,89.25331018,3478424260,92,97.20032968,9.47892E+13,284761041,1,1,0,1,92.87864842,7.182279074,9.28039929,5.416413148,938949.2879,7.578273504,172.3187585,14.95121366,34.82900655,87.91486316
Germany,2021,Solar,69110.30273,1600.085286,8550041700,512267.0915,569.6105825,0.666117061,0.397699922,313176781.3,51.97090378,4099020036,278,27.13724422,5.33848E+13,500965028,1,1,1,1,77.204171,5.83495287,0.267633851,4.369496058,57274.84898,-7.964473009,268.9358107,5.108221127,75.14871954,24.77372591
Germany,2011,Biomass,34086.52432,3206.533616,6451188682,14397.65488,368.2187955,0.656294409,0.362410555,253992809.4,44.80311407,8667667586,405,35.03780119,8.47047E+11,510029857,0,0,0,1,15.21985214,1.411364509,1.103294968,4.038638275,108766.636,18.58681733,240.5441898,12.78310795,97.66345658,25.97510503
Russia,2001,Wind,11896.0557,20069.33168,2944701215,490108.2743,431.1436901,0.128692747,0.082066055,741807493.3,18.74795756,7536726498,625,22.80709447,7.27571E+13,1177052404,1,0,0,1,36.4184499,5.429232225,5.392102582,2.944011946,360369.2479,37.37423303,196.5638661,0.601125463,63.33285536,36.74978496
Canada,2017,Biomass,80365.9035,5265.477177,2474851154,874323.8323,592.101958,0.36912733,0.451238035,987393492.5,30.44800302,5417266947,124,30.82177397,7.51114E+13,414864856,0,0,0,0,16.72797868,0.100305435,0.22991282,5.236471761,170699.4422,28.98835743,141.9363936,11.83048011,53.51786511,4.074711813
Germany,2015,Biomass,61264.0452,15958.56647,8657429999,561586.9796,115.4172826,0.554879191,0.295778462,582305819.6,73.02669864,1556344257,38,84.24718904,1.35393E+14,910434801,0,0,0,0,22.2092352,5.242798993,1.910339834,9.143604661,324800.9245,3.792629626,241.3458233,2.367737351,63.29993656,51.60418333
China,2023,Hydro,80230.38418,6891.367099,6071760382,218131.673,968.2157707,0.340390347,0.338735092,684662064.1,37.50214434,261426140.8,997,92.03812639,1.87552E+14,1459711244,0,1,1,0,9.854877936,3.89154,5.593141167,9.066994526,182638.702,32.71991257,233.2334153,9.289055594,20.01435757,43.85840179
Australia,2023,Wind,28351.90286,42701.98485,1777959772,701377.3276,75.2722535,0.379912998,0.465284784,632451563.2,14.58752687,9525396865,544,80.51202115,1.7305E+14,1438493513,1,0,1,1,60.63336073,0.053140204,4.958111467,7.023025043,769847.2528,29.49422802,205.0049097,10.44402679,85.29496833,66.82262741
Australia,2023,Wind,54170.07474,34742.27886,2754915485,327065.3784,652.2543263,0.950927556,0.36271951,976800574.2,2.933862926,599338363.8,983,81.96091486,6.07708E+13,1057292850,0,1,1,1,73.09632971,4.687736986,5.627063136,0.352599304,400475.0607,18.06672304,204.2128703,8.900376877,37.61554669,93.42298419
Australia,2022,Geothermal,11212.18822,18440.64892,4054269185,155059.0904,389.0717468,0.69777592,0.443876348,558044354,20.81560548,29781300.57,524,14.5798139,3.88896E+13,1052563230,1,1,0,0,35.54173052,3.806829471,7.87760508,0.881807328,587784.2278,36.79234983,247.9912867,2.885570165,45.9010973,61.35732326
Japan,2000,Biomass,55181.15831,3652.614222,9146475538,800572.3024,844.5942962,0.326404336,0.497784401,754300690.4,18.34770138,9906080079,752,84.65748245,1.37035E+14,451450489,1,1,0,0,2.671601496,0.483986387,6.841338586,8.456031143,512343.6785,15.39319014,227.2392919,3.232223836,5.217277222,82.25085831
China,2019,Wind,45365.5979,936.3745166,4682885072,80100.19295,177.8871548,0.15246271,0.435116231,711281093.6,37.55781878,5021371199,117,76.1015805,8.21064E+13,869013785,0,1,0,0,74.02129273,8.991487218,2.541735488,1.0020671,460348.3684,25.98412501,139.2936955,11.6502313,4.26292994,34.58917748
France,2012,Wind,25452.49016,26538.10946,5596773217,329847.0909,606.8184552,0.772005808,0.353099478,877978672.4,7.719523516,1173604743,924,57.40045702,7.1779E+13,370550738,1,0,1,0,1.538769242,5.038340304,2.761222763,8.758901463,888586.7666,37.57120566,109.4792138,0.121985747,63.56267164,29.17359284
USA,2007,Geothermal,93354.77382,19405.40284,4926287707,891956.6863,219.5783304,0.467999859,0.35750726,263709861.3,32.02088427,1507218140,486,83.75412101,1.59837E+14,1037778129,1,0,1,0,32.73919991,4.754577826,5.625240423,9.64193029,707792.2315,36.54916357,146.0554263,7.832508966,45.17124332,76.53187084
UK,2014,Solar,36511.95403,19654.34757,6143626570,217206.172,731.0462484,0.906207539,0.432866599,276281572,29.97618538,6738645217,550,41.8329874,1.93397E+14,826546635,1,0,1,0,82.13396932,2.994194811,2.636230514,5.936106834,312754.9244,16.00260518,136.7305034,5.894089413,50.45986381,72.0571601
Canada,2020,Hydro,17429.88021,20779.87512,2837966597,219405.134,266.8580367,0.463880335,0.141436166,500408683.2,60.87524856,9448233111,633,40.90893685,4.60552E+13,45950379,0,0,0,0,92.08968158,5.133801417,7.781160095,7.132760193,717516.0393,27.72747306,154.9995529,9.789334883,25.55335593,70.86826073
China,2018,Geothermal,81076.5248,14344.66038,8854808636,345982.3493,489.2208071,0.011899698,0.434315997,466811919.4,64.65083992,2446331913,938,47.58577791,1.55682E+13,1487399803,1,1,0,0,70.22529254,9.041532672,1.243435938,3.050503397,771523.4483,39.98093702,255.9192471,6.539038969,80.89719405,39.9355712
India,2011,Wind,62313.60404,12297.36147,332586484.3,123461.7578,524.3237349,0.788440698,0.42681613,44001181.03,97.68473517,7325156018,586,66.59781357,4.91348E+12,1121278665,1,1,1,1,1.196023657,7.842467108,8.737979548,8.658528845,777893.3368,14.58716109,194.3411959,2.44547868,96.3590375,79.61532505
Japan,2000,Wind,95237.10334,8784.46213,4949628823,567731.4325,108.6066572,0.554847842,0.179401921,602446767.1,10.60262235,4189423938,869,75.76654731,7.4007E+13,335100104,1,0,0,0,22.20747277,4.435239433,0.775070333,5.564277819,241459.1003,-7.376071511,154.2943363,14.62762695,46.93226705,71.599335
Canada,2015,Hydro,39896.31205,8150.952988,3301798908,725744.7147,479.3367808,0.652134365,0.358463258,903331865.5,8.736271687,20533875.29,489,80.88258535,1.71014E+14,204640474,0,1,1,1,76.0402404,7.232174598,6.558603712,4.653576834,453700.83,32.66132418,135.3509236,14.32116526,72.20973696,99.01089789
UK,2006,Geothermal,33137.45297,793.5434913,8757315325,278008.853,290.3214134,0.100237468,0.395223954,596130099,65.87461039,1332882798,698,77.46176441,1.15121E+14,542958057,0,0,1,1,70.3325041,7.726467427,9.648382143,4.368820706,437429.1403,7.395078477,174.5860527,8.264080686,66.76569134,26.17296379
